NGF.axon.1.raw	NGF.axon.2.raw	NGF.cb.1.raw	NGF.cb.2.raw
ENSRNOT00000012082.0	0	17.9448621553885	122.907268170426	151.228070175439
ENSRNOT00000021221.0	165.31328320802	36.0902255639098	1164.56140350877	879.298245614035
ENSRNOT00000041215.0	9.02255639097744	97.0927318295739	2910.52631578947	3556.74185463659
ENSRNOT00000021893.0	0	0	9.02255639097744	7.01754385964912
ENSRNOT00000029552.0	16.0401002506266	0	128.270676691729	53.984962406015
ENSRNOT00000022528.0	132.280701754386	50.125313283208	770.175438596491	625.513784461153
ENSRNOT00000024113.0	1.00250626566416	5.71428571428571	78.1453634085213	70.2255639097744
ENSRNOT00000047105.0	0	0	7.96992481203007	12.0300751879699
ENSRNOT00000024246.0	0	0	58.0952380952381	70.0751879699248
ENSRNOT00000022895.0	0	0	0	2.85714285714286
ENSRNOT00000023451.0	0	0	0	4.01002506265664
ENSRNOT00000023652.0	14.0350877192982	16.0401002506266	92.2305764411028	68.1704260651629
ENSRNOT00000067272.0	0	0	6.01503759398496	0.952380952380952
ENSRNOT00000026060.0	0	0	0	0
ENSRNOT00000026077.0	14.0350877192982	202.255639097744	3656.79197994987	3056.19047619048
ENSRNOT00000030440.0	0	0	21.7543859649123	5.0125313283208
ENSRNOT00000026088.0	0	0	12.0300751879699	12.0300751879699
ENSRNOT00000047765.0	236.290726817043	107.669172932331	1739.19799498747	2491.07769423559
ENSRNOT00000026288.0	0	0	0	0
ENSRNOT00000026489.0	0	1.00250626566416	18.0451127819549	10.9774436090226
ENSRNOT00000026669.0	0	0	23.0075187969925	31.077694235589
ENSRNOT00000075167.0	0	1.00250626566416	77.1428571428571	78.1453634085213
ENSRNOT00000074985.0	0	1.00250626566416	77.1428571428571	78.1453634085213
ENSRNOT00000018222.0	0	0	5.0125313283208	2.00501253132832
ENSRNOT00000026793.0	0	0	7.01754385964912	3.95989974937343
ENSRNOT00000026814.0	120.952380952381	47.1177944862155	510.827067669173	463.458646616541
ENSRNOT00000072750.0	129.323308270677	3.90977443609023	996.09022556391	1399.94987468672
ENSRNOT00000027057.0	2.00501253132832	11.0275689223058	707.218045112782	615.137844611529
ENSRNOT00000027075.0	0	0	114.185463659148	104.260651629073
ENSRNOT00000034460.0	0	0	1.00250626566416	1.9047619047619
ENSRNOT00000027100.0	0	0	5.0125313283208	3.00751879699248
ENSRNOT00000027214.0	0	0	4.96240601503759	5.0125313283208
ENSRNOT00000034553.0	0	0	0	1.00250626566416
ENSRNOT00000027242.0	0	0	0	0
ENSRNOT00000027246.0	280.651629072682	366.917293233083	222.50626566416	232.18045112782
ENSRNOT00000065865.0	5.0125313283208	98.1954887218045	537.994987468672	594.135338345865
ENSRNOT00000027583.0	2.00501253132832	6.01503759398496	554.185463659148	681.553884711779
ENSRNOT00000071251.0	0	0	1.00250626566416	0
ENSRNOT00000057466.0	169.423558897243	4.01002506265664	1939.3984962406	2250.47619047619
ENSRNOT00000068251.0	0	0	5.0125313283208	0
ENSRNOT00000027783.0	3.00751879699248	0	85.2130325814536	58.1453634085213
ENSRNOT00000027831.0	9.02255639097744	0	390.175438596491	449.52380952381
ENSRNOT00000027854.0	0	0	0.952380952380952	2.00501253132832
ENSRNOT00000027960.0	2.00501253132832	4.01002506265664	279.649122807018	292.531328320802
ENSRNOT00000027964.0	1.00250626566416	0	81.1528822055138	85.1629072681704
ENSRNOT00000028026.0	52.1303258145363	3.00751879699248	144.160401002506	111.077694235589
ENSRNOT00000028029.0	18.0451127819549	8.02005012531328	65.1127819548872	52.8320802005013
ENSRNOT00000028051.0	0	0	2.00501253132832	2.00501253132832
ENSRNOT00000040989.0	0	0	2.00501253132832	1.00250626566416
ENSRNOT00000057384.0	0	0	4.96240601503759	5.0125313283208
ENSRNOT00000074720.0	0	0	0	1.00250626566416
ENSRNOT00000047540.0	0	0	0	0
ENSRNOT00000028196.0	0	0	0	0
ENSRNOT00000034845.0	0	0	0	0
ENSRNOT00000041580.0	0	0	0	0
ENSRNOT00000028261.0	0	0	0	0
ENSRNOT00000028231.0	0	0	0	0
ENSRNOT00000028237.0	0	0	0	0
ENSRNOT00000028249.0	0	0	0	0
ENSRNOT00000068690.0	0	0	0	0
ENSRNOT00000068322.0	0.902255639097744	0	18.546365914787	12.6817042606516
ENSRNOT00000057230.0	0	0	5.96491228070175	7.01754385964912
ENSRNOT00000028290.0	42.1052631578947	0	295.689223057644	286.065162907268
ENSRNOT00000057213.0	170.075187969925	45.062656641604	1815.03759398496	2247.36842105263
ENSRNOT00000031026.0	11.9799498746867	3.95989974937343	297.042606516291	310.526315789474
ENSRNOT00000057190.0	1.00250626566416	5.0125313283208	347.117794486216	326.165413533835
ENSRNOT00000028468.0	0	0	240.15037593985	139.799498746867
ENSRNOT00000075815.0	0	0	0	0
ENSRNOT00000024771.0	0	0	12.0300751879699	6.01503759398496
ENSRNOT00000028266.0	0	0	0	0
ENSRNOT00000024829.0	54.0852130325815	0	279.84962406015	347.669172932331
ENSRNOT00000025303.0	0	0	11.8796992481203	10.7769423558897
ENSRNOT00000025472.0	267.568922305764	251.528822055138	741.40350877193	633.182957393484
ENSRNOT00000057158.0	19.7994987468672	12.9824561403509	33.2330827067669	24.9624060150376
ENSRNOT00000032933.0	0	0	3.00751879699248	3.00751879699248
ENSRNOT00000025581.0	0	0	59.0476190476191	75.9899749373434
ENSRNOT00000063839.0	0	0	3.90977443609023	5.96491228070175
ENSRNOT00000072734.0	0	0	3.00751879699248	3.00751879699248
ENSRNOT00000057122.0	1.00250626566416	0	30.0250626566416	37.9949874686717
ENSRNOT00000057120.0	0	0	1.00250626566416	3.00751879699248
ENSRNOT00000026021.0	40.0501253132832	3.95989974937343	651.929824561404	735.739348370927
ENSRNOT00000026107.0	0	0	18.0451127819549	13.984962406015
ENSRNOT00000026966.0	14.8370927318296	29.0726817042607	250.325814536341	283.308270676692
ENSRNOT00000067640.0	0	0	0	1.00250626566416
ENSRNOT00000063788.0	0	0	0	0
ENSRNOT00000026839.0	9.02255639097744	2.00501253132832	55.0877192982456	76.140350877193
ENSRNOT00000026720.0	0	1.00250626566416	14.5363408521303	8.97243107769424
ENSRNOT00000026661.0	0	0	195.388471177945	267.368421052632
ENSRNOT00000044326.0	0	0	2.00501253132832	2.00501253132832
ENSRNOT00000048905.0	21.0526315789474	10.9774436090226	288.070175438596	232.280701754386
